Nº;N.I.F.;Nombre o razón social;NIMA;Dirección;Municipio;Provincia;Teléfonos;e-mail;Número autorización;Tipo de instalación/centro;Código de actividad;Descripción de actividad;Código de operación de tratamiento;Descripción de operación de tratamiento;Código de proceso de tratamiento;Descripción de proceso de tratamiento;Tipo de proceso;Tipo de residuo;Código LER;Descripción código LER;Código LER extendido;Descripción código LER extendido
116.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 10;Ropa.;;
118.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 25;Aceites y grasas comestibles.;;
119.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 28;Pinturas, tintas, adhesivos y resinas distintos de los especificados en el código 20 01 27.;;
122.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013632;Lámparas LED. Doméstico
123.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013642;Grandes aparatos. Con una dimensión exterior superior a 50 cm. Resto. Doméstico
124.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013652;Pequeños aparatos. Sin ninguna dimensión exterior superior a 50 cm. Resto. Doméstico
128.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 40;Metales.;;
131.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G05184700001777;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;81501;Almacenamiento, en el ámbito de la recogida.;G;N;20 01 28;Pinturas, tintas, adhesivos y resinas distintos de los especificados en el código 20 01 27.;;
132.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;13 02 05*;Aceites minerales no clorados de motor, de transmisión mecánica y lubricantes.;;
136.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 14*;Acidos.;;
138.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 17*;Productos fotoquímicos.;;
139.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio.;20012131;Lámparas de descarga no LED. Lámparas fluorescentes. Doméstico y profesional.
141.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012312;Grandes electrodomésticos . Aire acondicionado. Doméstico
142.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012341;Grandes aparatos. Con una dimensión exterior superior a 50 cm. Con componentes peligrosos. Doméstico
144.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 29*;Detergentes que contienen sustancias peligrosas.;;
147.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013521;Monitores y pantallas CRT. Doméstico
151.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013561;Aparatos de informática y telecomunicaciones pequeños con componentes peligrosos. Doméstico
154.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001777;C/ VALLE DE ARÁN, 1, 47010;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001777;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 44*;Acumuladores, pilas o baterías en cuya composición se encuentren otras sustancias peligrosas.;;
160.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;09 01 07;Películas y papel fotográfico que contienen plata o compuestos de plata. (Incluye radiografías de origen domiciliario.);;
162.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 02;Envases de plástico.;;
163.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 04;Envases metálicos.;;
165.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 07;Envases de vidrio.;;
172.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 11;Tejidos. (Textiles hilados, alfombras, cojines, residuos de fibra sintética, acrílicas, algodón.);;
174.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 28;Pinturas, tintas, adhesivos y resinas distintos de los especificados en el código 20 01 27.;;
176.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013623;Monitores y pantallas LED. Doméstico
181.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37. (Madera y recortes de madera no tratados, libres de sustancias peligrosas.);;
182.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001778;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 39;Plásticos. (Film transparente de embalado, plásticos, bolsos, DVDs. Discos de música, celofán, mobiliario urbano de plásticos, muebles y enseres de plástico, gomas, etc.);;
190.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 13*;Disolventes.;;
191.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 14*;Acidos.;;
192.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 15*;Alcalis.;;
194.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio.;20012131;Lámparas de descarga no LED. Lámparas fluorescentes. Doméstico y profesional.
195.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio. (Residuos de mercurio, termómetros de mercurio.);;
196.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012311;Grandes electrodomésticos con intercambio de temperatura con CFC, HCFC, HC, NH3. Doméstico
197.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012312;Grandes electrodomésticos . Aire acondicionado. Doméstico
198.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012341;Grandes aparatos. Con una dimensión exterior superior a 50 cm. Con componentes peligrosos. Doméstico
207.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013561;Aparatos de informática y telecomunicaciones pequeños con componentes peligrosos. Doméstico
210.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 44*;Acumuladores, pilas o baterías en cuya composición se encuentren otras sustancias peligrosas.;;
213.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001778;AVDA. MUNDIAL 82, 2. RECINTO FERIAL, 47014;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001778;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;81501;Almacenamiento, en el ámbito de la recogida.;G;P;20 01 27*;Pinturas, tintas, adhesivos y resinas que contienen sustancias peligrosas.;;
214.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;08 03 13;Residuos de tintas distintos de los especificados en el código 08 03 12.;;
219.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 04;Envases metálicos.;;
220.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 07;Envases de vidrio.;;
223.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;17 09 04;Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03. (Procedentes de obras menores de construcción y reparación domiciliaria);;
227.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 11;Tejidos. (Textiles hilados, alfombras, cojines, residuos de fibra sintética, acrílicas, algodón.);;
230.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 34;Baterías y acumuladores distintos de los especificados en el código 20 0133.;;
233.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013642;Grandes aparatos. Con una dimensión exterior superior a 50 cm. Resto. Doméstico
236.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 38;Madera distinta de la especificada en el código 20 01 37. (Madera y recortes de madera no tratados, libres de sustancias peligrosas.);;
