NUM_REG,NOMBRE_COMERCIAL,TELEFONO,CALLE,LOCALIDAD,MUNICIPIO,CODIGO_POSTAL,NUMERO,PROVINCIA
24-E1-00026,CIMADEVILLA SAMPEDRO  CESAR MANUEL,987310917,CALLE MESONES                                           ,MANSILLA DE LAS MULAS,MANSILLA DE LAS MULAS,24210,S/N,LEON
24-E1-00027,PIÑEIRO PEREIRA  SANTOS,,CALLE LEON XIII                                         ,LEON,LEON,24008,3,LEON
24-E1-00028,RAMOS NATAL  MARIA,,CALLE DOCTOR SANTOS OLIVERA                             ,HOSPITAL DE ORBIGO,HOSPITAL DE ORBIGO,24286,3,LEON
24-E1-00029,ALVAREZ MORAN  YOLANDA,,AVDA  ANCARES                                           ,VEGA DE ESPINAREDA,VEGA DE ESPINAREDA,24430,14,LEON
24-E1-00030,CACHON LOPEZ  MARIA CONSUELO,,CALLE RAMON Y CAJAL                                     ,ROBLA (LA),ROBLA  LA,24640,22,LEON
24-E1-00031,PALLARES DIEZ  LEONOR,987471047,CALLE LEITARIEGOS                                       ,VILLABLINO,VILLABLINO,24100,20,LEON
24-E1-00032,SALGADO VERANO  MARIA,,CALLE CARRETERA DEGAÑA,CABOALLES DE ABAJO,VILLABLINO,24110,36,LEON
24-E1-00033,GARCIA VEGA  LOURDES,,CALLE ERAS (LAS)                                        ,SAN MIGUEL DE LAS DUEÑAS,CONGOSTO,24398,S/N,LEON
24-E1-00034,HIGUERA SOTO  PATRICIA,,CALLE GRAN VIA DE SAN MARCOS                            ,LEON,LEON,24001,43,LEON
24-E1-00035,RUBIO RUBIO  GUMERSINDO,,CALLE VEGA (LA)                                         ,PARAMO DEL SIL,PARAMO DEL SIL,24470,S/N,LEON
24-E1-00036,ROJO BLANCO  DAVID,987374757,AVDA  BAÑEZA (LA)                                       ,VEGUELLINA DE ORBIGO,VILLAREJO DE ORBIGO,24350,1,LEON
24-E1-00037,FERNANDEZ DE LAS MORAS  MARIA JOSE,,CALLE ASTORGA                                           ,BAÑEZA (LA),BAÑEZA  LA,24750,4,LEON
24-E1-00038,CASTAÑEDA MARTINEZ  MARIA SALOME,987760358,CALLE MAYOR                                             ,TORAL DE LOS GUZMANES,TORAL DE LOS GUZMANES,24237,27,LEON
24-E1-00039,ALVAREZ FERNANDEZ  ANA MARIA,,CALLE MAESTRO JOSE ALONSO BARRIO                        ,BEMBIBRE,BEMBIBRE,24300,3,LEON
24-E1-00040,REVUELTA BAYOD  MARIA PILAR,987735027,PLAZA NEGRILLON (EL)                                    ,BOÑAR,BOÑAR,24850,3,LEON
24-E1-00041,PACHECO SANZ  MARTA,,AVDA  MARIANO ANDRES                                    ,LEON,LEON,24008,53,LEON
24-E1-00042,PORTILLO GARCIA PINTOS  MARTA,,CALLE JUAN FERRERAS                                     ,LEON,LEON,24004,8,LEON
24-E1-00043,PRIETO GONZALEZ  MARINA,,CALLE LORENZO SEGURA                                    ,ASTORGA,ASTORGA,24700,2,LEON
24-E1-00044,TERRON GARCIA  CESAR,,PLAZA MAYOR                                             ,CACABELOS,CACABELOS,24540,7,LEON
24-E1-00045,GARCIA RUBIO  CESAR,,AVDA  ASTURIAS                                          ,VALENCIA DE DON JUAN,VALENCIA DE DON JUAN,24200,10,LEON
24-E1-00046,MARCOS PASTRANA  MARIA JOSE,,AVDA  PADRE ISLA                                        ,LEON,LEON,,46,LEON
24-E1-00047,GAVELA GARCIA  MARIA CARMEN,,AVDA  AVDA. GENERAL GOMEZ NUÑEZ,PONFERRADA,PONFERRADA,24400,24,LEON
24-E1-00048,MARTIN NOVO  MARTA,,CALLE PRIETO DE CASTRO                                  ,ASTORGA,ASTORGA,24700,1,LEON
24-E1-00049,LANGE GIRON  MARIA,,AVDA  LEON                                              ,MATALLANA DE VALMADRIGAL,SANTA CRISTINA DE VALMADRIGAL,,32,LEON
24-E1-00050,DIEZ ALVAREZ  MARIA,987660004,AVDA  REY GUNDERICO                                     ,CASTROCONTRIGO,CASTROCONTRIGO,24735,37,LEON
24-E1-00051,SANCHEZ DOMINGO  DIEGO,,PLAZA PUEBLOS (LOS)                                     ,RIAÑO,RIAÑO,24900,S/N,LEON
24-E1-00052,ALVAREZ GONZALEZ  MARIA VICTORIA,987701021,CALLE PADRE ISLA                                        ,CISTIERNA,CISTIERNA,24800,40,LEON
24-E1-00053,GARCIA RAMOS  MANUEL JOSE,,CALLE VALDELACABRA                                      ,BRAÑUELAS,VILLAGATON,24360,11,LEON
24-E1-00054,FERNANDEZ GARCIA  LEOCADIA,,PLAZA PICARA JUSTINA                                    ,LEON,LEON,24004,S/N,LEON
24-E1-00055,PRIETO FERNANDEZ  MARIA DEL CARMEN,,AVDA  REPUBLICA ARGENTINA                               ,LEON,LEON,24004,1,LEON
24-E1-00056,FERNANDEZ NUÑEZ  MARTA,,CALLE PUENTE DE HIERRO,CARRIZO DE LA RIBERA,CARRIZO,24270,64,LEON
24-E1-00057,TOURIÑO SIERRA  LAURA,,AVDA  MADRID                                            ,LEON,LEON,24005,24,LEON
24-E1-00058,PEINADOR FERNANDEZ  MARIA BELEN,,CALLE CARRETERA ALMANZA                                 ,PUENTE ALMUHEY,VALDERRUEDA,24880,S/N,LEON
24-E1-00059,RODRIGUEZ SAINZ CARRASCO  ANGEL,,AVDA  CARDENAL AGUIRRE                                  ,POLA DE GORDON (LA),POLA DE GORDON  LA,24600,37,LEON
24-E1-00060,SANCHEZ MAYA  ANA BELEN,987584003,CALLE AMADEO LARAN                                      ,CIÑERA,POLA DE GORDON  LA,24660,6,LEON
24-E1-00061,GRAGERA PINILLA  JORGE,,PLAZA ESPOLON                                           ,LEON,LEON,24007,2,LEON
24-E1-00062,GONZALEZ FERNANDEZ  BEATRIZ / GONZALEZ FERNANDEZ  MARTA,,CALLE DAOIZ Y VELARDE                                   ,LEON,LEON,24006,16,LEON
24-E1-00063,ALVAREZ ALONSO  CLARA MARIA / QUINTANA ALVAREZ  EZEQUIEL,987544246,AVDA  SANTALLA DE OSCOS                                 ,TORAL DE LOS VADOS,TORAL DE LOS VADOS,24560,20,LEON
24-E1-00064,PICOUTO GONZALEZ  SANTIAGO,,PLAZA MAYOR                                             ,SANTA MARIA DEL PARAMO,SANTA MARIA DEL PARAMO,24240,S/N,LEON
24-E1-00065,ORDUÑA YAÑEZ  BLANCA,,AVDA  PORTUGAL                                          ,PONFERRADA,PONFERRADA,24400,S/N,LEON
24-E1-00066,VEGA GORDON  CELIA MARIA / VEGA GORDON  ROBERTO,,CALLE SAN PEDRO                                         ,LEON,LEON,24007,2,LEON
24-E1-00067,CANTON BERJON  RAQUEL,,CALLE HONDA                                             ,LAGUNA DE NEGRILLOS,LAGUNA DE NEGRILLOS,24234,75,LEON
24-E1-00068,OVEJA TARANILLA  MARIA YOLANDA,,CALLE SANTA NONIA                                       ,LEON,LEON,24003,1,LEON
24-E1-00069,RUIZ NARGANES  PIEDAD,987357220,AVDA  AVENIDA PUENTE DE HIERRO,CARRIZO DE LA RIBERA,CARRIZO,24270,37,LEON
24-E1-00070,GUTIERREZ GONZALEZ  ALEJANDRA / GUTIERREZ ALONSO  VICENTE,987701264,CALLE PADRE ISLA                                        ,CISTIERNA,CISTIERNA,24800,10,LEON
24-E1-00071,ESCUDERO RUBIO  MARIA DEL MAR,,VIA   PICO TUERTO                                       ,PONFERRADA,PONFERRADA,24400,5,LEON
24-E1-00072,OTEO RUPEREZ  TANYA,,PLAZA GENERALISIMO (EL)                                 ,ALMANZA,ALMANZA,24170,S/N,LEON
24-E1-00073,RODRIGUEZ JIMENEZ  ANA,,CALLE CARRETERA                                         ,VILLAQUEJIDA,VILLAQUEJIDA,24235,25,LEON
24-E1-00074,FERNANDEZ PASTRANA  BLANCA ESTHER,,CALLE PASEO NUEVO                                       ,VALDERAS,VALDERAS,24220,1,LEON
24-E1-00075,VAZQUEZ MONDELO  MARIA DEL PILAR,,CALLE JORGE DE MONTEMAYOR                               ,LEON,LEON,24007,19,LEON
24-E1-00076,CRESPO ALVAREZ  JUAN IGNACIO,,CALLE DOCTOR AREN                                       ,VILLAFRANCA DEL BIERZO,VILLAFRANCA DEL BIERZO,24500,25,LEON
24-E1-00077,FERNANDEZ RODRIGUEZ  EVA MARIA,,CALLE ANTONIO PEREZ CRESPO                              ,SANTA COLOMBA DE SOMOZA,SANTA COLOMBA DE SOMOZA,24722,94,LEON
24-E1-00078,ANEL MARTIN GRANIZO  AGUEDA,,AVDA  ROMA                                              ,LEON,LEON,24001,4,LEON
24-E1-00079,MARTIN PEREZ  MARIA SALOME / RUBIO DIAZ  DAVID,987460158,AVDA  ORENSE                                            ,PUENTE DE DOMINGO FLOREZ,PUENTE DE DOMINGO FLOREZ,24380,S/N,LEON
24-E1-00080,OJEMBARRENA CASASECA  LUCIA,,CALLE PIO DE CELA                                       ,VEGUELLINA DE ORBIGO,VILLAREJO DE ORBIGO,24350,17,LEON
24-E1-00081,SIERRA LLANOS  MARIA PAZ,,CALLE BARAHONA                                          ,LEON,LEON,24003,3,LEON
24-E1-00082,GARCIA MARTINEZ  BLANCA INES,,CALLE SAN AGUSTIN                                       ,LEON,LEON,24001,1,LEON
24-E1-00083,GARCIA ESTEBANEZ  MARIA CRISTINA,,AVDA  ANTIBIOTICOS                                      ,ARMUNIA,LEON,24190,86,LEON
24-E1-00084,BERDUGO GONZALEZ  SARAH / MAYORAL ALONSO  ELISA,,CALLE CASTILLA                                          ,BEMBIBRE,BEMBIBRE,24300,5,LEON
24-E1-00085,LOPEZ MERAYO  JORGE,,CALLE BULEVAR JUAN CARLOS I REY DE ESPAÑA,PONFERRADA,PONFERRADA,,6,LEON
24-E1-00086,ALVAREZ LORENZO  MARIA ARACELI,,CALLE ANTONIO GAMONEDA                                  ,LEON,LEON,24003,3,LEON
24-E1-00087,CASADO ALDARIZ  MARIA CARMEN,987752675,AVDA  CARLOS PINILLA                                    ,VALENCIA DE DON JUAN,VALENCIA DE DON JUAN,24200,9,LEON
24-E1-00088,CONDE DIEZ  FRANCISCO,,CALLE GENERAL BENAVIDES                                 ,BAÑEZA (LA),BAÑEZA  LA,24750,3,LEON
24-E1-00089,SILVAN GONZALEZ  DANIEL,,AVDA  CAMINO DE SANTIAGO                                ,CAMPONARAYA,CAMPONARAYA,24410,151,LEON
24-E1-00090,TEJERINA GARCIA  JESUS MARIA,,PLAZA CONCORDIA,BOÑAR,BOÑAR,24850,3,LEON
24-E1-00091,RODRIGUEZ TATO  MARTA,,AVDA  ESPAÑA                                            ,PONFERRADA,PONFERRADA,24400,1,LEON
24-E1-00092,YSART ALVAREZ DE TOLEDO  SONSOLES,,AVDA  AVENIDA DE LA PUEBLA,PONFERRADA,PONFERRADA,24400,31,LEON
24-E1-00093,ALONSO NUÑEZ  MARIA LUISA,,PLAZA ESPAÑA                                            ,ASTORGA,ASTORGA,24700,11,LEON
24-E1-00094,ORALLO CAMBEIRO  PLACIDA MARIA,,CALLE ALCALDE MANUEL ORALLO                             ,FABERO,FABERO,24420,3,LEON
24-E1-00095,CURRAS MARTINEZ  GRACIELA,987741054,CALLE JOSE ANTONIO                                      ,VECILLA DE CURUEÑO (LA),VECILLA  LA,24840,6,LEON
24-E1-00096,NISTAL RODRIGUEZ  LUIS / RODRIGUEZ DE PRADA  CONSUELO,,CALLE MATADERO VIEJO,VILLAMAÑAN,VILLAMAÑAN,,S/N,LEON
24-E1-00097,MOLDES FERNANDEZ  VICTOR MANUEL,,AVDA  PARADASECA                                        ,VILLAFRANCA DEL BIERZO,VILLAFRANCA DEL BIERZO,24500,1,LEON
24-E1-00098,MORONTA CARRETERO  TRANSITO,,CALLE SAN ROQUE,GORDONCILLO,GORDONCILLO,,3,LEON
24-E1-00099,ALVAREZ GONZALEZ  LUIS,,CALLE JUAN DE BADAJOZ                                   ,LEON,LEON,24002,1,LEON
24-E1-00100,GARCIA VEGA  EMMA,,AVDA  PADRE ISLA                                        ,LEON,LEON,,54,LEON
24-E1-00101,VEGA MANSO  ABELARDO,,CALLE JUAN CARLOS I REY                                 ,BAÑEZA (LA),BAÑEZA  LA,24750,34,LEON
24-E1-00102,MIRANDA PIÑON  RAMON,,CALLE ANCHA                                             ,PONFERRADA,PONFERRADA,24400,21,LEON
24-E1-00103,CUEVAS ANDRES  MARIA JOSE,,CALLE SAN FRANCISCO                                     ,LEON,LEON,24003,15,LEON
24-E1-00104,DIEZ GARCIA  MARIA JOSE,,AVDA  PADRE ISLA                                        ,LEON,LEON,24008,116,LEON
24-E1-00105,MARTIN VILLARES  MARIA CARMEN,,CALLE CAMPILLO (EL)                                     ,TORENO,TORENO,24450,33,LEON
24-E1-00106,ANTON DE SOTO  JAVIER,,AVDA  FERNANDEZ LADREDA                                 ,LEON,LEON,24005,52,LEON
24-E1-00107,ALLER MARTINEZ  ANA MARIA,,CALLE TORRE (LA)                                        ,LEON,LEON,24002,3,LEON
24-E1-00108,JIMENEZ RODRIGUEZ  ROSA,,CALLE GENERAL GOMEZ NUÑEZ                               ,PONFERRADA,PONFERRADA,24400,12,LEON
24-E1-00109,GAMERO MARTIN GRANIZO  ANA CRISTINA,,AVDA  CONDESA SAGASTA                                   ,LEON,LEON,24001,32,LEON
24-E1-00110,ZABALA HERRERO  ANA MARIA,,CTRA  NACIONAL VI                                       ,VEGA DE VALCARCE,VEGA DE VALCARCE,,0,LEON
24-E1-00111,REDONDO GELADO  YOLANDA,,CALLE CARRETERA                                         ,GRADEFES,GRADEFES,24160,0,LEON
24-E1-00112,ORTEGA CARNERO  MARTA,,AVDA  DOCTOR FLEMING                                    ,LEON,LEON,24009,44,LEON
24-E1-00113,TOME OTERO  MANUEL ANTONIO,,AVDA  CONSTITUCION (LA)                                 ,VILLABLINO,VILLABLINO,24100,6,LEON
24-E1-00114,ROBLES RAMOS  PILAR,,CALLE ALCAZAR DE TOLEDO                                 ,LEON,LEON,24001,4,LEON
24-E1-00115,SANTOS GARCIA  CLARA ISABEL,,AVDA  PARROCO PABLO DIEZ                                ,TROBAJO DEL CAMINO,SAN ANDRES DEL RABANEDO,24010,238,LEON
24-E1-00116,FERNANDEZ GARCIA  MARIA DOLORES,,AVDA  MAGDALENA (LA)                                    ,CANALES-LA MAGDALENA,SOTO Y AMIO,24120,2,LEON
24-E1-00117,PABLOS HERREZUELO  MAGDALENA,987488839,CTRA  LEON                                              ,CABRILLANES,CABRILLANES,24142,0,LEON
24-E1-00118,FERNANDEZ DE MATA  ANA MARIA / FERNANDEZ DE MATA  MARIA CARMEN PILAR,,AVDA  ORDOÑO II                                         ,LEON,LEON,24001,3,LEON
24-E1-00119,GEIJO ALVAREZ  MARIA JOSE,,CALLE SANTA CLARA                                       ,LEON,LEON,24002,12,LEON
24-E1-00120,CARRASCO ARIAS-ARGUELLO  ANTONIO,987371402,CALLE CONDE LUNA                                        ,BENAVIDES DE ORBIGO,BENAVIDES,24280,28,LEON
24-E1-00121,VAZQUEZ GONZALEZ  JOSE LUIS,,AVDA  CONSTITUCION (LA)                                 ,SAHAGUN,SAHAGUN,24320,20,LEON
24-E1-00122,HOYOS GONZALEZ  ANA MARIA,,AVDA  CONSTITUCION (LA)                                 ,BARRIO ESTACION,MATALLANA DE TORIO,24223,50,LEON
24-E1-00123,GONZALEZ SANTOS  MARIA CARMEN ROSARIO,,PLAZA MAYOR                                             ,SANTA MARIA DEL PARAMO,SANTA MARIA DEL PARAMO,24240,14,LEON
24-E1-00124,FIOL MARTINEZ  FRANCISCO DE ASIS / FIOL MARTINEZ  LUCIA,,AVDA  ALCALDE MIGUEL CASTAÑO                            ,LEON,LEON,,38,LEON
24-E1-00126,JAUREGUI OYARZABAL  MARIA ARANZAZU,987644446,CALLE VIA DE LA PLATA                                   ,BAÑEZA (LA),BAÑEZA  LA,24750,51,LEON
24-E1-00127,FERNANDEZ DE LAS MORAS  CARLOS,,CALLE RELOJ (EL)                                        ,BAÑEZA (LA),BAÑEZA  LA,24750,16,LEON
24-E1-00128,CARRASCO FERNANDEZ  MARIA GLORIA,,CALLE JULIO DEL CAMPO                                   ,LEON,LEON,24002,13,LEON
24-E1-00129,MARTINEZ ALVAREZ  ANTONIO JUAN,,CALLE CARDENAL LORENZANA                                ,LEON,LEON,24001,2,LEON
24-E1-00131,BLASCO VEGA  MARIA TERESA,,AVDA  PADRE ISLA                                        ,LEON,LEON,,4,LEON
24-E1-00132,SUAREZ FERNANDEZ  ESTEBAN,,CALLE ORDOÑO II,LEON,LEON,24001,39,LEON
24-E1-00133,HERNANDEZ HERNANDEZ  MARIA VISITACION,,CALLE REAL                                              ,ALIJA DEL INFANTADO,ALIJA DEL INFANTADO,24761,166,LEON
24-E1-00134,CRESPO DIAZ  CRISTINA / MARTINEZ BUJANDA DIAZ  FERNANDO,,CALLE VILLA BENAVENTE                                   ,LEON,LEON,,25,LEON
24-E1-00135,HERREZUELO RODRIGUEZ  OLGA / VIZCAINO AGOTE  FRANCISCO JAVIER,,CALLE CERVANTES                                         ,LEON,LEON,24003,3,LEON
24-E1-00136,PONCELAS ALVAREZ  COVADONGA,987523074,CALLE SAN JUAN                                          ,FOLGOSO DE LA RIBERA,FOLGOSO DE LA RIBERA,24311,62,LEON
24-E1-00137,VALLES SANTAMARTA  ISABEL,,AVDA  DOCTOR FLEMING                                    ,LEON,LEON,24009,8,LEON
24-E1-00138,MARQUES MARTINEZ  ANA ISABEL,,AVDA  SAN MAMES                                         ,LEON,LEON,24007,22,LEON
24-E1-00139,MANZANO GONZALEZ  MARTA,,CALLE CORPUS CHRISTI                                    ,SAN ANDRES DEL RABANEDO,SAN ANDRES DEL RABANEDO,24191,159,LEON
24-E1-00140,RODRIGUEZ GAGO  MARIA TERESA,,AVDA  SAN MAMES                                         ,LEON,LEON,24007,62,LEON
24-E1-00141,FUERTES KRONBERG  ANA ISABEL,,CALLE SANTA ANA                                         ,LEON,LEON,24006,22,LEON
24-E1-00142,ESPESO NUÑEZ  ANA ISABEL,,AVDA  MARIANO ANDRES                                    ,LEON,LEON,24008,184,LEON
24-E1-00143,RODRIGUEZ RODRIGUEZ  RAMON,,PLAZA DOCE MARTIRES,LEON,LEON,,0,LEON
24-E1-00144,GARCIA BERCIANO  MARIA ASUNCION EULALIA,,CALLE CERVANTES                                         ,VIRGEN DEL CAMINO (LA),VALVERDE DE LA VIRGEN,24198,5,LEON
24-E1-00145,HERNANDEZ HERRERO  EVA,,CALLE CALLE LA SERNA,LEON,LEON,24006,14,LEON
24-E1-00146,GARCIA DEL MORAL GARCIA  MARIA PILAR,,CALLE FRAY LUIS DE LEON                                 ,LEON,LEON,24005,24,LEON
24-E1-00147,GARCIA PEÑA GONZALEZ  RUBEN,,CALLE REYES LEONESES                                    ,LEON,LEON,24008,14,LEON
24-E1-00148,VILLA CASTELO  ADOLFO,,AVDA  JOSE AGUADO                                       ,LEON,LEON,24005,32,LEON
24-E1-00149,FERNANDEZ VAZQUEZ  CARMEN,,CALLE ERA (LA)                                          ,VEGAS DEL CONDADO,VEGAS DEL CONDADO,24153,5,LEON
24-E1-00150,GONZALEZ NUÑEZ  JOSE CARLOS,,AVDA  PORTUGAL                                          ,PONFERRADA,PONFERRADA,24400,87,LEON
24-E1-00151,ALVAREZ DE BLAS  MARIA JESUS ROSARIO,,AVDA  JOSE MARIA FERNANDEZ                              ,LEON,LEON,24006,38,LEON
24-E1-00152,PEREZ HERNANDEZ  CESAR,,AVDA  SAN IGNACIO                                       ,LEON,LEON,24010,16,LEON
24-E1-00153,GONZALEZ GONZALEZ  JOSEFINA,,AVDA  PARROCO PABLO DIEZ                                ,TROBAJO DEL CAMINO,SAN ANDRES DEL RABANEDO,24010,42,LEON
24-E1-00154,TELLEZ VALDES  PATRICIA LOURDES,,CALLE ALFREDO NISTAL                                    ,LEON,LEON,24007,10,LEON
24-E1-00155,ARGUELLO MAGAZ  BLANCA CAROLINA,,CALLE SANTO TORIBIO DE MOGROVEJO                        ,LEON,LEON,24006,74,LEON
24-E1-00156,ESTEBAN FERNANDEZ  BEATRIZ,,AVDA  BIERZO (EL)                                       ,BEMBIBRE,BEMBIBRE,24300,15,LEON
24-E1-00158,RODRIGUEZ TORRE  ROSA MARIA,,AVDA  MARIANO ANDRES                                    ,LEON,LEON,24008,18,LEON
24-E1-00159,GARCIA GOMEZ  MARIA AMELIA,987304148,CALLE CALVO SOTELO                                      ,VALDEVIMBRE,VALDEVIMBRE,24230,S/N,LEON
24-E1-00160,GUERRERO ABELLA  MATILDE M LEONOR / ALFONSO GUERRERO  ANA MARIA,,AVDA  PUEBLA                                            ,PONFERRADA,PONFERRADA,24400,6,LEON
24-E1-00161,QUINTANAL ALMAGRO  ELENA,,AVDA  ALCALDE MIGUEL CASTAÑO                            ,LEON,LEON,24005,60,LEON
24-E1-00162,HOLGUERA FLORES  MARIA DEL PILAR,,AVDA  MARQUESES DE SAN ISIDRO                           ,LEON,LEON,24004,12,LEON
24-E1-00163,GAMEZ PEREZ  MARIA ANGUSTIAS / PEREZ GUERRERO  MARIA ANGUSTIAS,,CALLE MAESTRO NICOLAS                                   ,LEON,LEON,24005,46,LEON
24-E1-00164,ALVAREZ ROBLES  PABLO,,AVDA  NOCEDO                                            ,LEON,LEON,24007,20,LEON
24-E1-00165,URIA SANTAMARINA  MIGUEL ANGEL,,CALLE ELADIA BAYLINA                                    ,PONFERRADA,PONFERRADA,24400,4,LEON
24-E1-00166,TERRON GARCIA  ANA MARIA,,AVDA  PORTUGAL                                          ,PONFERRADA,PONFERRADA,24400,6,LEON
24-E1-00167,ROSA BARREIRO  ELIZABETH,,CALLE CAMINO DE SANTIAGO                                ,PONFERRADA,PONFERRADA,24400,29,LEON
24-E1-00168,GUNDIN LUNA  MARIA ENCARNACION,,AVDA  AVDA. PONFERRADA,ASTORGA,ASTORGA,24700,45,LEON
24-E1-00169,ALONSO PELAEZ  MARIA LUISA,,CALLE PENDON DE BAEZA                                   ,LEON,LEON,24006,8,LEON
24-E1-00170,PIÑEIRO MONDELO  MANUEL JOSE,,AVDA  HUERTAS DEL SACRAMENTO                            ,PONFERRADA,PONFERRADA,24400,19,LEON
24-E1-00171,DIEZ GARCIA  MARIA TERESA,,AVDA  FERNANDEZ LADREDA                                 ,LEON,LEON,,S/N,LEON
24-E1-00172,GONZALEZ ALONSO  CARLOS / ALONSO GARCIA  ROSA,,CALLE SANCHO ORDOÑEZ                                    ,LEON,LEON,24007,18,LEON
24-E1-00173,ARENAL MARTIN  ADELAIDA / GARCIA ARENAL  MARIA TERESA,,CALLE RELOJERO LOSADA                                   ,LEON,LEON,24009,23,LEON
24-E1-00174,ORALLO CAMBEIRO  MARIA GEMMA,,AVDA  DOCTORES TERRON                                   ,FABERO,FABERO,,11,LEON
24-E1-00175,ALVAREZ SASTRE  MARIA JOSE,,CALLE CONDE TORENO                                      ,LEON,LEON,24006,2,LEON
24-E1-00176,RODRIGUEZ MUIÑOS  SUSANA / CRESPO RODRIGUEZ  ANGEL / CRESPO RODRIGUEZ  JUAN,,CALLE ANCHA                                             ,PONFERRADA,PONFERRADA,24400,42,LEON
24-E1-00177,ALVAREZ GRANADA ZAPIRAIN  GUILLERMO / ZAPIRAIN MENDEZ  ANA MARIA,,CALLE SAN ROQUE,CARRACEDELO,CARRACEDELO,24549,23,LEON
24-E1-00178,CASTRO PRIETO  M ELENA,987580750,CALLE PLAZA VICENTE FLOREZ QUIÑONES,RIELLO,RIELLO,24127,14,LEON
24-E1-00179,LOZANO FERNANDEZ  SUSANA,,CALLE Astorga,PONFERRADA,PONFERRADA,24400,9,LEON
24-E1-00180,FERNANDEZ DIEZ  ALICIA / FERNANDEZ DIEZ  ANA,,AVDA  MARIANO ANDRES                                    ,LEON,LEON,,97,LEON
24-E1-00181,FERNANDEZ SEVILLANO  MARIA VICTORIA,,CALLE ASTORGA                                           ,LEON,LEON,,6,LEON
24-E1-00182,RODRIGUEZ GARCIA  SAGRARIO,,CTRA  BARCO (EL)                                        ,CORULLON,CORULLON,24514,15,LEON
24-E1-00183,LEON MINAYA  JACQUELINE,,CALLE VEICIELLOS                                        ,TREMOR DE ARRIBA,IGUEÑA,24377,6,LEON
24-E1-00184,FERNANDEZ MARTINEZ  IRENE,,AVDA  LIBERTAD (LA)                                     ,NAVATEJERA,VILLAQUILAMBRE,24012,65,LEON
24-E1-00186,GONZALEZ VILLADANGOS  PILAR,,CALLE PADRE ANGEL MARTINEZ FUERTES                      ,VILLADANGOS DEL PARAMO,VILLADANGOS DEL PARAMO,24392,37,LEON
24-E1-00187,GARCIA RODRIGUEZ  MARIA ENCARNACION,,CALLE PALACIO (EL)                                      ,RIEGO DE LA VEGA,RIEGO DE LA VEGA,24794,25,LEON
24-E1-00188,SECO MARTIN  NURIA PILAR,,CALLE DOCTOR VELEZ                                      ,SANTA MARINA DEL REY,SANTA MARINA DEL REY,24393,15,LEON
24-E1-00189,DEL RIO PEREZ  PEDRO,987337151,CALLE MAYOR                                             ,QUINTANA DE RUEDA,VALDEPOLO,24930,S/N,LEON
24-E1-00191,GARCIA ACEDO  ISABEL,,CALLE PIORNAL (EL)                                      ,TRUCHAS,TRUCHAS,24740,S/N,LEON
24-E1-00192,CAMPOS FIDALGO  BRENDA,,CALLE REAL                                              ,SAN JUSTO DE LA VEGA,SAN JUSTO DE LA VEGA,24710,35,LEON
24-E1-00193,LIEBANA ARIAS  KEVIN,,AVDA  CONSTITUCION (LA)                                 ,SAHAGUN,SAHAGUN,24320,83,LEON
24-E1-00194,TEATINO FERNANDEZ  MARIA PILAR,,CALLE CARRETERA                                         ,TURCIA,TURCIA,24285,21,LEON
24-E1-00195,FERNANDEZ OVALLE  MARIA DEL CARMEN,,CALLE GENERALISIMO                                      ,PALACIOS DEL SIL,PALACIOS DEL SIL,24495,S/N,LEON
24-E1-00196,GOMEZ ALAIZ  JUAN CARLOS,,CALLE REAL                                              ,VILLAOBISPO DE LAS REGUERAS,VILLAQUILAMBRE,24012,23,LEON
24-E1-00197,ORTIZ DE URBINA HIDALGO  LUIS,,CALLE ALMIRANTE MARTIN GRANIZO                          ,PALANQUINOS,VILLANUEVA DE LAS MANZANAS,24225,44,LEON
24-E1-00198,SANCHEZ ALVAREZ  ISABEL,,CTRA  ZAMORA                                            ,ONZONILLA,ONZONILLA,24192,0,LEON
24-E1-00199,FERNANDEZ FERNANDEZ  BEATRIZ,,AVDA  EMILIANO ALONSO SANCHEZ LOMBA                     ,PUEBLA DE LILLO,PUEBLA DE LILLO,24855,7,LEON
24-E1-00200,DE LERA CUERVO  MARIA DOLORES,,AVDA  ANGEL GARCIA DEL VELLO                            ,CASTROCALBON,CASTROCALBON,24760,S/N,LEON
24-E1-00201,VIOLA MORATO  FRANCISCA,,CALLE REAL                                              ,VILLARES DE ORBIGO,VILLARES DE ORBIGO,24288,9,LEON
24-E1-00202,VAZQUEZ SALOM  CARMEN,,AVDA  PLAZA (LA)                                        ,BUSTILLO DEL PARAMO,BUSTILLO DEL PARAMO,24357,18,LEON
24-E1-00203,GONZALEZ JUBETE  MARIA CAMINO,,CALLE REAL                                              ,SANTAS MARTAS,SANTAS MARTAS,,4,LEON
24-E1-00204,DIEZ MENDEZ  JULIO CESAR,987546963,CALLE GRAN AVENIDA                                      ,ARGANZA,ARGANZA,24546,45,LEON
24-E1-00205,DE LA FUENTE GEIJO  MARIA PILAR,,CALLE JOSE CORDERO                                      ,VAL DE SAN LORENZO,VAL DE SAN LORENZO,24717,S/N,LEON
24-E1-00206,GARCIA GONZALEZ  MARIA ANGELES,987384415,CALLE DOCTOR PAGIN ALLENDE                              ,ZOTES DEL PARAMO,ZOTES DEL PARAMO,24791,4,LEON
24-E1-00207,MERCHAN RODRIGUEZ  MARIA CRISTINA,,PLAZA IGLESIA (LA)                                      ,GARRAFE DE TORIO,GARRAFE DE TORIO,24891,2,LEON
