﻿NUM_REG;NOMBRE_COMERCIAL;TELEFONO;CALLE;PROVINCIA;LOCALIDAD;MUNICIPIO;CODIGO_POSTAL;NUMERO
05-E1-00014;MAILLO DEL CASTILLO GARCIA, LAURA;920291017;CALLE IGLESIA;AVILA;SOLOSANCHO;SOLOSANCHO;05130;0
05-E1-00017;GARCIA MODINO, NOELIA MARIA;923430137;CALLE FUENTE (LA);AVILA;BECEDAS;BECEDAS;05610;36
05-E1-00018;MARTIN PERAL, NOELIA;920364031;CALLE MAYOR;AVILA;HORCAJADA (LA);HORCAJADA, LA;05695;20
05-E1-00020;MORENO MARTIN, EMILIA;920360853;CALLE PILILLAS (DE LAS);AVILA;PIEDRAHITA;PIEDRAHÍTA;05500;18
05-E1-00023;RAMON GONZALEZ, DIEGO;920244004;CALLE MAYOR;AVILA;CRESPOS;CRESPOS;05300;12
05-E1-00024;RICO MORENO, JOSE MIGUEL / RICO MORENO, MARIA DOLORES;920380029;AVDA  RAMON Y CAJAL;AVILA;CANDELEDA;CANDELEDA;05480;40
05-E1-00026;RAMOS ALVAREZ, ANGELA;920390045;PLAZA NUEVA;AVILA;POYALES DEL HOYO;POYALES DEL HOYO;05492;3
05-E1-00027;DIEZ MARTIN, JESUS JAVIER;923563082;CALLE CAMINO NARROS;AVILA;FLORES DE AVILA;FLORES DE ÁVILA;05370;S/N
05-E1-00029;CAMACHO NIETO SANDOVAL, SILVIA;920266251;CTRA  AREVALO;AVILA;BERLANAS (LAS);BERLANAS, LAS;05162;21
05-E1-00030;BLAZQUEZ AMOR, CLARA EUGENIA;920310094;CALLE SAN ROQUE;AVILA;LANGA;LANGA;05213;18
05-E1-00033;CHICO VICENTE, LUCIA;918678271;CALLE NUEVA;AVILA;CASAVIEJA;CASAVIEJA;05450;7
05-E1-00036;GARCIA GARCIA, MARIA ISABEL;920348304;AVDA  GENERALISIMO (DEL);AVILA;NAVARREDONDA DE GREDOS;NAVARREDONDA DE GREDOS;05635;S/N
05-E1-00042;ROSA CASAS, DIONISIO;920386054;CALLE ARENAL (EL);AVILA;MOMBELTRAN;MOMBELTRÁN;05410;1
05-E1-00044;SOLANA SOTO, CLAUDIA;920389104;CALLE MEDIO (DEL);AVILA;PEDRO BERNARDO;PEDRO BERNARDO;05470;25
05-E1-00045;BLASCO MARHUENDA, PATRICIA;920300052;CALLE ZAPATEROS;AVILA;AREVALO;ARÉVALO;05200;2
05-E1-00047;PASOS SANTA POLONIA, ELVIRA;920299713;CALLE PLAZA ESPAÑA;AVILA;HOYOCASERO;HOYOCASERO;;5
05-E1-00048;MARTIN DE LA FUENTE, MARIA DEL PILAR;920283073;CALLE MAYOR;AVILA;BURGOHONDO;BURGOHONDO;05113;S/N
05-E1-00049;PEREIRA CANDEL, CARMEN;918671061;CALLE MORALEDA (LA);AVILA;ADRADA (LA);ADRADA, LA;05430;17
05-E1-00056;PACHECO LUENGO, JOSE MARIA / RUIZ SOLDEVILLA, FRANCISCO JAVIER;918630035;AVDA  CONSTITUCION;AVILA;CEBREROS;CEBREROS;05260;52
05-E1-00060;SILVA SUAREZ, MARIA;920327036;PLAZA CALVO SOTELO;AVILA;HORCAJO DE LAS TORRES;HORCAJO DE LAS TORRES;05210;3
05-E1-00061;GOMEZ DUEÑAS, JOSE LUIS / GOMEZ DUEÑAS, SUSANA;918970062;AVDA  PRINCIPAL;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUÉS, LAS;05230;17
05-E1-00064;MAYORAL GAMAZO, ALEJANDRO;920340071;CALLE MAYOR;AVILA;BARCO DE AVILA (EL);BARCO DE ÁVILA, EL;05600;36
05-E1-00065;ALEMAN SIERRA, ESTHER;920374253;CALLE CANCHUELA;AVILA;GUISANDO;GUISANDO;05417;15
05-E1-00069;ALVAREZ GOMEZ, MARIA PALOMA;920370042;PLAZA PRADO;AVILA;ARENAS DE SAN PEDRO;ARENAS DE SAN PEDRO;05400;4
05-E1-00070;CARVAJAL GALLARDO, PALOMA;918972253;AVDA  PRINCIPAL;AVILA;NAVAS DEL MARQUES (LAS);NAVAS DEL MARQUÉS, LAS;05230;55
05-E1-00074;MARTIN HERRERO, FRANCISCO JAVIER;920314003;PLAZA GENERALISIMO;AVILA;NAVA DE AREVALO;NAVA DE ARÉVALO;05216;4
05-E1-00081;DEL CAÑIZO TEJERIZO, NATALIA / DEL CAÑIZO TEJERIZO, SONSOLES;918638122;CALLE ANTONIO MACHADO;AVILA;HOYO DE PINARES (EL);HOYO DE PINARES, EL;05250;2
05-E1-00084;MORENO LOPEZ, LUIS MIGUEL / RODRIGUEZ BLANCO, PATRICIA;920384656;AVDA  ANTONIO FERNANDEZ ORTS;AVILA;GAVILANES;GAVILANES;05460;6
05-E1-00085;HERNANDEZ HERNANDEZ, ALICIA;920289117;CALLE JOSE ANTONIO;AVILA;SERRANILLOS;SERRANILLOS;05115;72
05-E1-00097;MORENO SANCHEZ, CELIA;920265480;CTRA  MIRONCILLO (DE);AVILA;NIHARRA;NIHARRA;05191;9
05-E1-00100;MARTIN RODRIGO, MARIA CARMEN;920280272;CALLE PERALES (LOS);AVILA;NAVALMORAL;NAVALMORAL;;11
05-E1-00101;HERNANDEZ SANCHEZ, MARIA DE LA ALMUDENA;920269917;CALLE CORDEL (DEL);AVILA;FRESNO (EL);FRESNO, EL;05197;1
05-E1-00104;ARMADA MARTINEZ DE CAMPOS, MARIA DOLORES;920255505;AVDA  JUAN CARLOS I;AVILA;AVILA;ÁVILA;05004;33
05-E1-00108;RODRIGUEZ VILLEGAS, MARIA LUISA;920364623;CALLE CUESTA;AVILA;MALPARTIDA DE CORNEJA;MALPARTIDA DE CORNEJA;05153;S/N
05-E1-00110;PEREZ CALVO, MARIA CARMEN;923566309;CALLE TREPINALDO;AVILA;HERREROS DE SUSO;HERREROS DE SUSO;05146;5
05-E1-00113;CARRETERO DIAZ, BEGOÑA;920276057;CALLE PLAZA (DE LA);AVILA;TORNADIZOS DE AVILA;TORNADIZOS DE ÁVILA;05196;26
05-E1-00118;MONTERO MUÑOZ, ALMUDENA;920324099;TRVA  NORTE;AVILA;CANTIVEROS;CANTIVEROS;05211;1
05-E1-00126;PLAZA PINTO, MARTA;918899288;PLAZA CONSTITUCION;AVILA;BARROMAN;BARROMÁN;05229;0
05-E1-00127;PINDADO MAÑOSO, BORJA;920256429;CALLE AGUSTIN RODRIGUEZ SAHAGUN;AVILA;AVILA;ÁVILA;05003;30
05-E1-00131;PEREZ JIMENEZ, CARLOS / PEREZ JIMENEZ, LUCIA;;CALLE  DOCTOR ARCADIO GONZALEZ,;AVILA;CEBREROS;CEBREROS;;8
05-E1-00133;MARTIN MARTIN, VEGA;;PLAZA BENJAMIN PALENCIA;AVILA;VILLAFRANCA DE LA SIERRA;VILLAFRANCA DE LA SIERRA;05571;S/N
05-E1-00136;RODRIGUEZ SANCHEZ, VICENTE;;CALLE REJERO LORENZO DE AVILA;AVILA;AVILA;ÁVILA;05004;4
05-E1-00137;VARAS REVIEJO, LUCIA;;PASEO RECOLETOS (DE);AVILA;TIEMBLO (EL);TIEMBLO, EL;05270;26
05-E1-00138;COLLADO DIAZ, PATRICIA / GALAN MARTIN, JESUS;;CALLE DOCTOR JESUS GALAN;AVILA;AVILA;ÁVILA;05003;28
05-E1-00140;JIMENEZ LABAIG, MARIA EUGENIA;;CALLE OBISPO ACUÑA;AVILA;AVILA;ÁVILA;05002;10
05-E1-00141;DEL POZO HERNANDEZ, MARIA INMACULADA;;CALLE MATADERO VIEJO;AVILA;MUÑOGALINDO;MUÑOGALINDO;05530;0
09-E1-00004;RAMIREZ ALONSO, PALOMA;947202419;CALLE VITORIA;BURGOS;BURGOS;BURGOS;09004;20
09-E1-00008;GRAÑON PEREZ, MARIA PAZ;947206531;CALLE EDUARDO MARTINEZ DEL CAMPO;BURGOS;BURGOS;BURGOS;09003;2
09-E1-00010;PALACIN ARCE, ALBA;947201174;PLAZA MAYOR;BURGOS;BURGOS;BURGOS;;12
09-E1-00015;ALONSO CANO, BLANCA ISABEL;;CALLE RIBERA;BURGOS;ARLANZON;ARLANZÓN;09199;2
09-E1-00017;NAVARRO GONZALEZ, MERCEDES;947453130;CTRA  AGUILAR;BURGOS;SANTIBAÑEZ-ZARZAGUDA;VALLE DE SANTIBÁÑEZ;09150;33
09-E1-00028;SANCHEZ GARCIA, RAQUEL;947544104;CALLE SANTA MARIA;BURGOS;GUMIEL DE IZAN;GUMIEL DE IZÁN;09370;2
09-E1-00031;GOMEZ CABRERA, MARIA DEL MAR;;CALLE CALLE REAL;BURGOS;GUMIEL DE MERCADO;GUMIEL DE MERCADO;09443;51
09-E1-00033;CASTAÑO CARRASCAL, DAVID;947534372;CALLE SANTO TOMAS DE AQUINO;BURGOS;CALERUEGA;CALERUEGA;09451;6
09-E1-00035;SIMON GONZALEZ, RAQUEL;947532381;CALLE AVDA. DEL CID;BURGOS;SOTILLO DE LA RIBERA;SOTILLO DE LA RIBERA;;77
09-E1-00039;FEBREL RUIZ, SERGIO NICOLAS;947586041;CALLE SAN ROQUE;BURGOS;PRADOLUENGO;PRADOLUENGO;09260;1
09-E1-00042;VILLANUEVA RIVERA, AMADEO DEMETRIO;947590019;CALLE MAYOR;BURGOS;BRIVIESCA;BRIVIESCA;09240;9
09-E1-00045;MARCOS URTURI, NOEMI;;CALLE AQUILINO PUERTA;BURGOS;MONASTERIO DE RODILLA;MONASTERIO DE RODILLA;09292;57
09-E1-00052;TORTAJADA GOITIA, CARMEN;947141266;CALLE ELADIO BUSTAMANTE;BURGOS;VILLASANA DE MENA;VALLE DE MENA;09580;18
09-E1-00054;SANTOS ALVAREZ, MARIA CONCEPCION;947165658;PLAZA ESCUELAS;BURGOS;BALBASES (LOS);BALBASES, LOS;09119;9
09-E1-00060;RUIZ MAMBRILLA, JOSEFINA MARIA;947161352;CALLE ARCO (EL);BURGOS;PAMPLIEGA;PAMPLIEGA;09220;13
09-E1-00062;ACOSTA DEL RIVERO, ANA;947370071;CALLE HUMILLADERO;BURGOS;SASAMON;SASAMÓN;09123;6
09-E1-00065;SAIZ MARTINEZ-ACITORES, TERESA;;CALLE VITORIA;BURGOS;BURGOS;BURGOS;;47
09-E1-00070;CANALES CUESTA, JOSE MARIA;947406574;GTA   RODRIGUEZ VALCARCEL;BURGOS;COVARRUBIAS;COVARRUBIAS;09346;10
09-E1-00071;CAÑAS ASANZA, MARINA;947226455;AVDA  REYES CATOLICOS;BURGOS;BURGOS;BURGOS;09006;20
09-E1-00072;UBIERNA MORADILLO, SHEILA;947189078;CALLE MAYOR;BURGOS;VILLAMAYOR DE LOS MONTES;VILLAMAYOR DE LOS MONTES;09339;34
09-E1-00073;MARTINEZ ZALDO, CRISTINA;;CALLE GLORIA FUERTES,;BURGOS;BURGOS;BURGOS;;1
09-E1-00079;DE LA ROSA PEREZ, CECILIA;947551761;CALLE CALVO SOTELO;BURGOS;TORTOLES DE ESGUEVA;TÓRTOLES DE ESGUEVA;09312;69
09-E1-00087;COMBARRO RODRIGUEZ, MARIA NATIVIDAD;947201289;CALLE SAN JUAN;BURGOS;BURGOS;BURGOS;09004;25
09-E1-00089;GARCIA DE DUEÑAS GELI, CARLOS / GARCIA DE DUEÑAS GELI, LUCIA;947470388;CALLE PEDRO ALFARO;BURGOS;BURGOS;BURGOS;09007;9
09-E1-00095;SEPULCRE BERNARD, TERESA;947250488;CALLE SAN ZADORNIL;BURGOS;BURGOS;BURGOS;09003;8
09-E1-00097;HERNANDO RUBIO, MONICA;947310336;CALLE REAL ALLENDE;BURGOS;MIRANDA DE EBRO;MIRANDA DE EBRO;09200;7
09-E1-00098;SANCHEZ FALO, MARIA CARMEN;947214715;CALLE BARCELONA;BURGOS;BURGOS;BURGOS;09007;S/N
09-E1-00099;YARRITU MARTINEZ, LUCIA;947310376;CALLE CONCEPCION ARENAL;BURGOS;MIRANDA DE EBRO;MIRANDA DE EBRO;09200;36
09-E1-00100;BERMUDEZ BELVER, JOSE OLIVER;947274152;CALLE SORBONA;BURGOS;BURGOS;BURGOS;;1
09-E1-00106;SANJURJO MARTINEZ, MARIA CRISTINA;947332680;CALLE RONDA DEL FERROCARRIL;BURGOS;MIRANDA DE EBRO;MIRANDA DE EBRO;09200;21
09-E1-00107;VEGA ACEBAL, MARIA ANTONIA;947354034;CALLE REAL;BURGOS;PANCORBO;PANCORBO;09280;64
09-E1-00110;URBANO JIMENEZ, MARIA TERESA;947271958;CALLE CALZADAS;BURGOS;BURGOS;BURGOS;09004;5
09-E1-00119;HERRERO BENITO, ANA;947540808;PLAZA MAYOR DE SANTA MARIA;BURGOS;ROA;ROA;09300;5
09-E1-00121;GARCIA PUELLES, MARIA;947310694;CALLE CONCEPCION ARENAL;BURGOS;MIRANDA DE EBRO;MIRANDA DE EBRO;09200;3
09-E1-00125;LAZARO HERRERA, CRISTINA;947530780;CALLE DIONISIO CAMARERO;BURGOS;MORADILLO DE ROA;MORADILLO DE ROA;09462;28
09-E1-00130;ARCOS IBARRA, DIEGO / ARCOS IBARRA, MARIA;947265966;CALLE SAN PEDRO Y SAN FELICES;BURGOS;BURGOS;BURGOS;09001;45
09-E1-00134;GONZALEZ LAFONT, ANA MARIA VICTORIA;947510504;CALLE BURGO DE OSMA;BURGOS;ARANDA DE DUERO;ARANDA DE DUERO;09400;27
09-E1-00135;CALDERON CALDERON, MARIA DEL CARMEN;947530007;CALLE ERAS;BURGOS;PEDROSA DE DUERO;PEDROSA DE DUERO;09314;8
09-E1-00141;HERNANDEZ FRANCES FERNANDEZ DE LA PUENTE, JOSE IGNACIO;;LUGAR BARBADILLO DEL PEZ;BURGOS;BARBADILLO DEL PEZ;BARBADILLO DEL PEZ;;0
09-E1-00142;BARBERO ONTAÑON, FELISA CARMEN;947384011;CALLE SANTO DOMINGO;BURGOS;BARBADILLO DEL MERCADO;BARBADILLO DEL MERCADO;09613;S/N
09-E1-00147;BENITO FERNANDEZ, MARIA ANGELES;;CALLE FRONTON;BURGOS;VILVIESTRE DEL PINAR;VILVIESTRE DEL PINAR;09690;9
09-E1-00150;VILLEGAS ALVAREZ, CRISTINA;942773002;PASEO DE LA PLAYA;BURGOS;ARIJA;ARIJA;09570;6
09-E1-00154;GATO VIZAN, ANGEL JAVIER;947360407;PLAZA MAYOR;BURGOS;SOTRESGUDO;SOTRESGUDO;09135;2
09-E1-00156;PEÑA LORENZO, JOSE IGNACIO / PEÑA LORENZO, DOLORES NATIVIDAD / PEÑA LORENZO, IVAN;947131242;PLAZA MAYOR;BURGOS;VILLARCAYO;VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA;09550;8
09-E1-00157;ARIAS COBOS, VIRGINIA;947120398;CALLE PROGRESO;BURGOS;ESPINOSA DE LOS MONTEROS;ESPINOSA DE LOS MONTEROS;09560;8
09-E1-00160;SANCHO ROMO, LARA;947412151;PLAZA ESPAÑA;BURGOS;SAN MAMES DE BURGOS;SAN MAMÉS DE BURGOS;09230;4
09-E1-00164;SAEZ CHACON, FERNANDO;947191905;PLAZA PUENTE VILLANUEVA;BURGOS;MEDINA DE POMAR;MEDINA DE POMAR;09500;3
09-E1-00168;BLANCO TERREROS, FERNANDO;;CALLE PIZARRO;BURGOS;ARANDA DE DUERO;ARANDA DE DUERO;09400;6
09-E1-00172;TORRIJO BAQUEDANO, RAMIRO;;CALLE ARANDA DE DUERO;BURGOS;BURGOS;BURGOS;09002;6
09-E1-00174;IBAÑEZ SIMON, MARIA TERESA;947480395;BARDA INMACULADA BLOQUE H;BURGOS;BURGOS;BURGOS;09007;1
09-E1-00178;DE SANTIAGO HERRERO, IGNACIO;947501129;PLAZA OBISPO ACOSTA;BURGOS;ARANDA DE DUERO;ARANDA DE DUERO;09400;4
09-E1-00181;CARCEDO DE ROMAN, MARIA JESUS;947222627;BARDA JUAN XXIII;BURGOS;BURGOS;BURGOS;09007;1
09-E1-00184;SICILIA SANZ, MARIA JOSE;947224713;CALLE VITORIA;BURGOS;BURGOS;BURGOS;09007;141
09-E1-00187;CRESPO ALVAREZ, MARIA JESUS;947221224;CALLE SAN JUAN DE ORTEGA;BURGOS;BURGOS;BURGOS;09007;6
09-E1-00192;DIEZ IÑIGUEZ, MARIA BELEN;;CALLE EL TINTE;BURGOS;ROA;ROA;09300;26
09-E1-00193;GOMEZ SAIZ, CARLOS;;CALLE FERIAL;BURGOS;ARANDA DE DUERO;ARANDA DE DUERO;;18
09-E1-00194;DE SANTIAGO ARTECHE, REYES;;AVDA  CANTABRIA;BURGOS;BURGOS;BURGOS;09006;31
09-E1-00196;CID GONZALEZ, MARIA TERESA;;CALLE CALLE FRANCISCO ENCINAS;BURGOS;BURGOS;BURGOS;09001;7
09-E1-00197;SAGREDO CUARTANGO, MARIA ROSA;;CALLE MAYOR;BURGOS;BRIVIESCA;BRIVIESCA;09240;60
09-E1-00198;GOMEZ HERNANDEZ, BEATRIZ;;CTRA  VALLADOLID;BURGOS;ESTEPAR;ESTÉPAR;;6
09-E1-00199;BASTERRECHEA ORTOLACHIPI, ENRIQUE;;CALLE HERMANAS MIRABAL;BURGOS;BURGOS;BURGOS;09007;56
09-E1-00200;PARA BARTOLOME, SONIA;;CTRA  POZA;BURGOS;BURGOS;BURGOS;09007;75
09-E1-00209;VIYUELA DE LA CAL, MARIA DOLORES;947110251;CALLE Calle Pozanos;BURGOS;BURGOS;BURGOS;09006;23
09-E1-00211;PEREZ FERNANDEZ, MARIA BEGOÑA;947244379;CALLE Calle Condesa Mencía;BURGOS;BURGOS;BURGOS;09006;159
24-E1-00002;MIGUELEZ MONTERO, ISABEL;;AVDA  ORDOÑO II;LEON;LEON;LEÓN;24001;8
24-E1-00006;ALVAREZ GARCIA, CARLOS;;CALLE BURGO NUEVO;LEON;LEON;LEÓN;24001;13
24-E1-00009;SANCHEZ LABRADOR, CARLOS MANUEL;;AVDA  REINO DE LEON;LEON;VILLAMANIN DE LA TERCIA;VILLAMANÍN;24680;32
24-E1-00010;ALONSO BELTRAN, SUSANA;987483041;CTRA  TRAVESIA LA CIANA;LEON;VILLASECA DE LACIANA;VILLABLINO;24140;61
24-E1-00012;ACERO FERNANDEZ, ROSARIO;987780066;PLAZA MAYOR;LEON;SAHAGUN;SAHAGÚN;24320;2
24-E1-00013;MEDINA GALLEGO, JUAN;;CALLE PLATERIAS;LEON;LEON;LEÓN;24003;5
24-E1-00014;GONZALEZ HERRERO, JUAN JOSE;;CALLE RUA;LEON;LEON;LEÓN;24003;35
24-E1-00015;EXTREMERA TERRON, ANA CRISTINA;987616400;CALLE PIO GULLON;LEON;ASTORGA;ASTORGA;24700;11
24-E1-00016;LIÑAN APONTE, MARIA;;CALLE PALENCIA;LEON;LEON;LEÓN;24001;1
24-E1-00017;PEREZ GARCIA, CASILDA MARIA;;PLAZA MAYOR;LEON;CACABELOS;CACABELOS;24540;S/N
24-E1-00018;FERNANDEZ FERNANDEZ, ROGELIO;;CALLE GRAN VIA DE SAN MARCOS;LEON;LEON;LEÓN;24002;6
24-E1-00020;MAYO LORENZO, VICTOR;;CALLE VICTOR FERNANDEZ;LEON;SANTA LUCIA;POLA DE GORDÓN, LA;24650;17
24-E1-00024;PEREZ ENRIQUEZ, JOSE ANDRES;;PLAZA GENERALISIMO;LEON;VILLAFRANCA DEL BIERZO;VILLAFRANCA DEL BIERZO;;4
24-E1-00026;CIMADEVILLA SAMPEDRO, CESAR MANUEL;987310917;CALLE MESONES;LEON;MANSILLA DE LAS MULAS;MANSILLA DE LAS MULAS;24210;S/N
24-E1-00027;PIÑEIRO PEREIRA, SANTOS;;CALLE LEON XIII;LEON;LEON;LEÓN;24008;3
24-E1-00033;GARCIA VEGA, LOURDES;;CALLE ERAS (LAS);LEON;SAN MIGUEL DE LAS DUEÑAS;CONGOSTO;24398;S/N
24-E1-00039;ALVAREZ FERNANDEZ, ANA MARIA;;CALLE MAESTRO JOSE ALONSO BARRIO;LEON;BEMBIBRE;BEMBIBRE;24300;3
24-E1-00040;REVUELTA BAYOD, MARIA PILAR;987735027;PLAZA NEGRILLON (EL);LEON;BOÑAR;BOÑAR;24850;3
24-E1-00043;PRIETO GONZALEZ, MARINA;;CALLE LORENZO SEGURA;LEON;ASTORGA;ASTORGA;24700;2
24-E1-00045;GARCIA RUBIO, CESAR;;AVDA  ASTURIAS;LEON;VALENCIA DE DON JUAN;VALENCIA DE DON JUAN;24200;10
24-E1-00048;MARTIN NOVO, MARTA;;CALLE PRIETO DE CASTRO;LEON;ASTORGA;ASTORGA;24700;1
24-E1-00051;SANCHEZ DOMINGO, DIEGO;;PLAZA PUEBLOS (LOS);LEON;RIAÑO;RIAÑO;24900;S/N
24-E1-00053;GARCIA RAMOS, MANUEL JOSE;;CALLE VALDELACABRA;LEON;BRAÑUELAS;VILLAGATÓN;24360;11
24-E1-00055;PRIETO FERNANDEZ, MARIA DEL CARMEN;;AVDA  REPUBLICA ARGENTINA;LEON;LEON;LEÓN;24004;1
24-E1-00059;RODRIGUEZ SAINZ CARRASCO, ANGEL;;AVDA  CARDENAL AGUIRRE;LEON;POLA DE GORDON (LA);POLA DE GORDÓN, LA;24600;37
24-E1-00067;CANTON BERJON, RAQUEL;;CALLE HONDA;LEON;LAGUNA DE NEGRILLOS;LAGUNA DE NEGRILLOS;24234;75
24-E1-00068;OVEJA TARANILLA, MARIA YOLANDA;;CALLE SANTA NONIA;LEON;LEON;LEÓN;24003;1
24-E1-00072;OTEO RUPEREZ, TANYA;;PLAZA GENERALISIMO (EL);LEON;ALMANZA;ALMANZA;24170;S/N
24-E1-00073;RODRIGUEZ JIMENEZ, ANA;;CALLE CARRETERA;LEON;VILLAQUEJIDA;VILLAQUEJIDA;24235;25
24-E1-00076;CRESPO ALVAREZ, JUAN IGNACIO;;CALLE DOCTOR AREN;LEON;VILLAFRANCA DEL BIERZO;VILLAFRANCA DEL BIERZO;24500;25
24-E1-00077;FERNANDEZ RODRIGUEZ, EVA MARIA;;CALLE ARTESANOS,;LEON;SANTA COLOMBA DE SOMOZA;SANTA COLOMBA DE SOMOZA;;2
24-E1-00078;ANEL MARTIN GRANIZO, AGUEDA;;AVDA  ROMA;LEON;LEON;LEÓN;24001;4
24-E1-00082;GARCIA MARTINEZ, BLANCA INES;;CALLE SAN AGUSTIN;LEON;LEON;LEÓN;24001;1
24-E1-00093;ALONSO NUÑEZ, MARIA LUISA;;PLAZA ESPAÑA;LEON;ASTORGA;ASTORGA;24700;11
24-E1-00094;ORALLO CAMBEIRO, PLACIDA MARIA;;CALLE ALCALDE MANUEL ORALLO;LEON;FABERO;FABERO;24420;3
24-E1-00099;ALVAREZ GONZALEZ, LUIS;;CALLE JUAN DE BADAJOZ;LEON;LEON;LEÓN;24002;1
24-E1-00101;VEGA MANSO, ABELARDO;;CALLE JUAN CARLOS I REY;LEON;BAÑEZA (LA);BAÑEZA, LA;24750;34
24-E1-00102;MIRANDA PIÑON, RAMON;;CALLE ANCHA;LEON;PONFERRADA;PONFERRADA;24400;21
24-E1-00103;CUEVAS ANDRES, MARIA JOSE;;CALLE SAN FRANCISCO;LEON;LEON;LEÓN;24003;15
24-E1-00104;DIEZ GARCIA, MARIA JOSE;;AVDA  PADRE ISLA;LEON;LEON;LEÓN;24008;116
24-E1-00111;REDONDO GELADO, YOLANDA;;CALLE CARRETERA;LEON;GRADEFES;GRADEFES;24160;0
24-E1-00118;FERNANDEZ DE MATA, ANA MARIA / FERNANDEZ DE MATA, MARIA CARMEN PILAR;;AVDA  ORDOÑO II;LEON;LEON;LEÓN;24001;3
24-E1-00129;MARTINEZ ALVAREZ, ANTONIO JUAN;;CALLE CARDENAL LORENZANA;LEON;LEON;LEÓN;24001;2
24-E1-00131;BLASCO VEGA, MARIA TERESA;;AVDA  PADRE ISLA;LEON;LEON;LEÓN;;4
24-E1-00132;SUAREZ FERNANDEZ, ESTEBAN;;CALLE ORDOÑO II;LEON;LEON;LEÓN;24001;39
24-E1-00135;HERREZUELO RODRIGUEZ, OLGA / VIZCAINO AGOTE, FRANCISCO JAVIER;;CALLE CERVANTES;LEON;LEON;LEÓN;24003;3
24-E1-00136;PONCELAS ALVAREZ, COVADONGA;987523074;CALLE SAN JUAN;LEON;FOLGOSO DE LA RIBERA;FOLGOSO DE LA RIBERA;24311;62
24-E1-00139;MANZANO GONZALEZ, MARTA;;CALLE CORPUS CHRISTI;LEON;SAN ANDRES DEL RABANEDO;SAN ANDRÉS DEL RABANEDO;24191;159
24-E1-00141;FUERTES KRONBERG, ANA ISABEL;;CALLE SANTA ANA;LEON;LEON;LEÓN;24006;22
24-E1-00142;ESPESO NUÑEZ, ANA ISABEL;;AVDA  MARIANO ANDRES;LEON;LEON;LEÓN;24008;184
24-E1-00148;VILLA CASTELO, ADOLFO;;AVDA  JOSE AGUADO;LEON;LEON;LEÓN;24005;32
24-E1-00149;FERNANDEZ VAZQUEZ, CARMEN;;CALLE ERA (LA);LEON;VEGAS DEL CONDADO;VEGAS DEL CONDADO;24153;5
24-E1-00158;RODRIGUEZ TORRE, ROSA MARIA;;AVDA  MARIANO ANDRES;LEON;LEON;LEÓN;24008;18
24-E1-00159;GARCIA GOMEZ, MARIA AMELIA;987304148;CALLE CALVO SOTELO;LEON;VALDEVIMBRE;VALDEVIMBRE;24230;S/N
24-E1-00167;ROSA BARREIRO, ELIZABETH;;CALLE CAMINO DE SANTIAGO;LEON;PONFERRADA;PONFERRADA;24400;29
24-E1-00170;PIÑEIRO MONDELO, MANUEL JOSE;;AVDA  HUERTAS DEL SACRAMENTO;LEON;PONFERRADA;PONFERRADA;24400;19
24-E1-00173;ARENAL MARTIN, ADELAIDA / GARCIA ARENAL, MARIA TERESA;;CALLE RELOJERO LOSADA;LEON;LEON;LEÓN;24009;23
24-E1-00176;RODRIGUEZ MUIÑOS, SUSANA / CRESPO RODRIGUEZ, ANGEL / CRESPO RODRIGUEZ, JUAN;;CALLE ANCHA;LEON;PONFERRADA;PONFERRADA;24400;42
24-E1-00177;ALVAREZ GRANADA ZAPIRAIN, GUILLERMO / ZAPIRAIN MENDEZ, ANA MARIA;;CALLE SAN ROQUE;LEON;CARRACEDELO;CARRACEDELO;24549;23
24-E1-00182;RODRIGUEZ GARCIA, SAGRARIO;;CTRA  BARCO (EL);LEON;CORULLON;CORULLÓN;24514;15
24-E1-00183;LEON MINAYA, JACQUELINE;;CALLE VEICIELLOS;LEON;TREMOR DE ARRIBA;IGÜEÑA;24377;6
24-E1-00184;FERNANDEZ MARTINEZ, IRENE;;AVDA  LIBERTAD (LA);LEON;NAVATEJERA;VILLAQUILAMBRE;24012;65
24-E1-00194;TEATINO FERNANDEZ, MARIA PILAR;;CALLE CARRETERA;LEON;TURCIA;TURCIA;24285;21
24-E1-00195;FERNANDEZ OVALLE, MARIA DEL CARMEN;;CALLE GENERALISIMO;LEON;PALACIOS DEL SIL;PALACIOS DEL SIL;24495;S/N
24-E1-00203;GONZALEZ JUBETE, MARIA CAMINO;;CALLE REAL;LEON;SANTAS MARTAS;SANTAS MARTAS;;4
24-E1-00204;DIEZ MENDEZ, JULIO CESAR;987546963;CALLE GRAN AVENIDA;LEON;ARGANZA;ARGANZA;24546;45
24-E1-00209;ARRANZ JANEIRO, CARLOTA;;PLAZA MAYOR;LEON;BURGO RANERO (EL);BURGO RANERO, EL;24343;13
24-E1-00210;OLIVERAS JORGE, JUAN MARCOS;;CALLE LIDIA RODRIGUEZ;LEON;SOTO DE LA VEGA;SOTO DE LA VEGA;24768;9
24-E1-00221;CALVO TOLEDANO, MARTA;;CALLE REAL;LEON;VILLACEDRE;SANTOVENIA DE LA VALDONCINA;24194;27
24-E1-00230;ALVAREZ ALVAREZ, ARSENIO;987566503;CALLE IGLESIA (LA);LEON;TRABADELO;TRABADELO;24523;S/N
